1, ,
2, 0, 2
3, 0, 3
4, 0, 3
5, 0, 4
6, 0, 4
7, 0, 6
8, 0, 5
9, 0, 4
10, 0, 5
11, 0, 6
12, 0, 10
13, 0, 10
14, 0, 10
15, 0, 6
16, 0, 6
17, 0, 10
18, 0, 11
19, 0, 10
20, 0, 6
21, 0, 14
22, 0, 6
23, 0, 5
24, 0, 10
25, 0, 8
26, 0, 16
27, 0, 14
28, 0, 6
29, 0, 5
30, 0, 6
31, 0, 11
32, 0, 6
33, 0, 15
34, 0, 19
35, 0, 6
36, 0, 16
37, 0, 13
38, 0, 7
39, 0, 16
40, 0, 16
41, 0, 15
42, 0, 14
43, 0, 14
44, 0, 15
45, 0, 15
46, 0, 20
47, 0, 14
48, 0, 14
49, 0, 17
50, 0, 14
51, 0, 15
52, 0, 8
53, 0, 14
54, 0, 15
55, 0, 15
56, 0, 14
57, 0, 14
58, 0, 16
59, 0, 14
60, 0, 14
61, 0, 14
62, 0, 15
63, 0, 20
64, 0, 14
65, 0, 13
66, 0, 14
67, 0, 8
68, 0, 15
69, 0, 15
70, 0, 15
71, 0, 19
72, 0, 8
73, 0, 15
74, 0, 16
75, 0, 14
76, 0, 15
77, 0, 14
78, 0, 15
79, 0, 14
80, 0, 20
81, 0, 15
82, 0, 19
83, 0, 15
84, 0, 17
85, 0, 15
86, 0, 14
87, 0, 15
88, 0, 14
89, 0, 15
90, 0, 18
91, 0, 18
92, 0, 15
93, 0, 15
94, 0, 14
95, 0, 15
96, 0, 15
97, 0, 16
98, 0, 14
99, 0, 16
100, 0, 18
101, 0, 21
102, 0, 18
103, 0, 21
104, 0, 16
105, 0, 14
106, 0, 16
107, 0, 15
108, 0, 16
109, 0, 16
110, 0, 14
111, 0, 16
112, 0, 15
113, 0, 15
114, 0, 14
115, 0, 16
116, 0, 21
117, 0, 17
118, 0, 15
119, 0, 18
120, 0, 14
121, 0, 18
122, 0, 16
123, 0, 20
124, 0, 20
125, 0, 14
126, 0, 14
127, 0, 16
128, 0, 15
129, 0, 18
130, 0, 18
131, 0, 17
132, 0, 15
133, 0, 16
134, 0, 15
135, 0, 18
136, 0, 16
137, 0, 15
138, 0, 15
139, 0, 20
140, 0, 19
141, 0, 15
142, 0, 18
143, 0, 18
144, 0, 19
145, 0, 15
146, 0, 15
147, 0, 15
148, 0, 20
149, 0, 16
150, 0, 14
151, 0, 17
152, 0, 15
153, 0, 19
154, 0, 16
155, 0, 15
156, 0, 15
157, 0, 15
158, 0, 16
159, 0, 19
160, 0, 15
161, 0, 17
162, 0, 16
163, 0, 16
164, 0, 17
165, 0, 15
166, 0, 15
167, 0, 17
168, 0, 16
169, 0, 15
170, 0, 15
171, 0, 16
172, 0, 15
173, 0, 14
174, 0, 19
175, 0, 17
176, 0, 16
177, 0, 19
178, 0, 15
179, 0, 15
180, 0, 15
181, 0, 16
182, 0, 15
183, 0, 15
184, 0, 18
185, 0, 16
186, 0, 16
187, 0, 17
188, 0, 18
189, 0, 16
190, 0, 15
191, 0, 17
192, 0, 19
193, 0, 14
194, 0, 19
195, 0, 15
196, 0, 16
197, 0, 15
198, 0, 18
199, 0, 18
200, 0, 16
